"","ColdCorals_All_MPA","ColdCorals","CoralReefs_All_MPA","CoralReefs","KnollSeamounts_All_MPA","KnollSeamounts","mangroves_All_MPA","mangroves","Saltmarshes_All_MPA","Saltmarshes","Seagrasses_All_MPA","Seagrasses","ColdCorals_All_MPA_with_PS_mpashabitat","ColdCorals_PS_MPA","CoralReefs_All_MPA_with_PS_mpashabitat","CoralReefs_PS_MPA","KnollSeamounts_All_MPA_with_PS_mpashabitat","KnollSeamounts_PS_MPA","mangroves_All_MPA_with_PS_mpashabitat","mangroves_PS_MPA","Saltmarshes_All_MPA_with_PS_mpashabitat","Saltmarshes_PS_MPA","Seagrasses_All_MPA_with_PS_mpashabitat","Seagrasses_PS_MPA"
"57",0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0,28558.462890625,90893.6328125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,34,0,0,8306.3798828125,95080.1015625,571,802,120,120,1,2,0,0,0,0,0,0,22,22,0,0,0,0
"60",0,0,231,612.460754394531,14839.328125,675684.3125,1,7,0,1,2860,4435,0,0,0,0,0,0,0,0,0,0,0,0
"61",0,0,0,0,3710.36474609375,18230.62890625,0,0,0,0,0,189.97477722168,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,38,0,0,115,280208.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",1,4,173.527389526367,413.986389160156,15451.8525390625,191298.015625,119.983612060547,555.983581542969,0,2,68,160,0,0,2,2,0,0,0,0,0,0,0,0
"64",0,4,0,0,36009.24609375,504020.28125,8.00050449371338,258.958282470703,0.0117574464529753,3.01175737380981,1,596,0,0,0,0,0,0,0,0,0,0,0,0
"65",0,0,0,0,397635.59375,398193.5,0,0,0,0,0,0,0,0,0,0,88257,88257,0,0,0,0,0,0
"66",0,0,9,11,1543.37548828125,105471.7265625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"67",0,1,70,873.599792480469,50,337056.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",251.059280395508,3045.1064453125,0,0,814,7600,0,0,13,50,79.4750442504883,353.475036621094,0,0,0,0,0,0,0,0,0,0,0,0
"69",6.02088975906372,34.0208892822266,36,166,1203.91735839844,59166.3125,49,86,12,66,126,595,0,0,0,0,10,11,0,0,0,0,4,4
"70",1,21,80,416.528747558594,951,116146.1640625,74,102,0,0,145,792,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,6,11,39,7.76749181747437,17566.78515625,2,9,0,0,4,333,0,0,0,10,0,0,0,0,0,0,0,0
"72",0,4,0,779,0,287124.15625,0,554,0,0,0,1654,0,0,0,0,0,0,0,0,0,0,0,0
"73",39,198,0,0,23756.71875,636942.375,0,0,0,0,0,0,4,4,0,0,708,708,0,0,0,0,0,0
"74",0,6,38,588,5445.41796875,347746.46875,159,5396.69482421875,0,0,13.8489856719971,2937.45751953125,0,0,0,0,0,0,0,0,0,0,0,0
"75",0,9,0,401.802459716797,0,485700.25,0,31,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,17783.138671875,77928.6875,0,0,55,55,4,5,0,0,0,0,0,0,0,0,0,0,0,0
"77",19,205.013580322266,0,0,379686.5625,2556288,0,0,36904.59765625,68231.53125,69.4678573608398,315.831878662109,0,5,0,0,74316.46875,74317.46875,0,0,26,27,0,0
"78",0,3,0,0,200929.1875,407787.8125,0,0,1,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0
"79",19,38,3,3,66992.7421875,837298.9375,14,27,218.224899291992,1036.74475097656,419.237823486328,434.237823486328,9,9,3,3,20102.98046875,20102.98046875,0,0,0,0,358.235565185547,358.235565185547
"80",0,2,190,1002,2752.89819335938,352237.0625,1,10,0,2,181,3689,0,0,2,2,0,0,0,0,0,0,1,1
"81",0,0,12,242.608963012695,75,14341.7294921875,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,2,0,0,0,0,0,0,0.674995183944702,24.2258682250977,0,0,0,0,0,0,0,0,0,0,0,0
"83",1,18,0,0,18188.060546875,187304.140625,0,0,105,135,709,850.537536621094,0,0,0,0,76,76,0,0,2,2,46,46
"84",0,0,0,0,3831.07739257812,10734.0185546875,0,0,0.96954083442688,3.96954083442688,12.4710178375244,26.4710178375244,0,0,0,0,7.53216457366943,7.53216457366943,0,0,0.96954083442688,0.96954083442688,2,2
"85",8,53,467,534,173379.71875,771000.0625,2112.6572265625,2766.841796875,0,0,220,429,0,0,7,7,64,64,1,1,0,0,1,1
"86",0,6,272,449.953094482422,23296.130859375,145598.828125,600.97509765625,761.839721679688,530.666015625,785.44970703125,921,5541,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,0,0,452.641265869141,325800.59375,0,0,142,266,1,16.2508449554443,0,0,0,0,0,526,0,0,0,0,1,1
"88",0,4,2,102.594062805176,5482,169015.578125,11,166,37,75,18,2874.63427734375,0,0,0,2,0,0,0,0,0,0,0,0
"89",226,828,0,0,496151.75,1214230.875,30,312,50,207,5,50,70,70,0,0,9680,9680,1,1,0,0,1,1
"90",2,2,113,251,953884.125,955022.4375,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,66,1464.87097167969,19631.5625,66.5065765380859,102.520301818848,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0
"92",0,0,0,1,0,552.433349609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,161.351699829102,1726.46154785156,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,1,0,582.115661621094,30900.0234375,2601188.75,25,203.223892211914,240,5389.8935546875,23,8090,0,0,0,25,245,3498,0,1,84,417,0,337
"95",10,10,0,0,238843.859375,239089.390625,0,0,0,0,0,0,1,1,0,0,141377.671875,141425.75,0,0,0,0,0,0
"96",1,73.2932281494141,0,0,6834.84619140625,41238.53125,0,0,100.025405883789,102.626388549805,235.044891357422,394.044891357422,0,0,0,0,1.46783542633057,1.46783542633057,0,0,0.0304591953754425,0.0304591953754425,0,0
"97",0,0,0,0,934.803894042969,111627.078125,0,0,23.5786418914795,6521.32373046875,0.448018908500671,75.3827285766602,0,0,0,0,0,0,0,0,0,0,0,0
"98",41,84,0,0,233588.78125,1030155.875,0,0,378,664.777465820312,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"99",0,0,0,0,5742.89990234375,19073.078125,0,0,132.946380615234,140.69596862793,20.3931045532227,31.3931045532227,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,10,0,0,18661.6953125,162996.296875,5,42.9547576904297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,15.9422416687012,3,45.161304473877,21,9691.3076171875,0,1,0,0,2,10,0,0,1,1,0,0,0,0,0,0,0,0
"102",7,23,0,0,1428,28725.751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",40,40,0,0,86772.484375,202870.5625,0,0,0,0,0,1,3,3,0,0,7898.07958984375,7898.07958984375,0,0,0,0,0,0
"104",9,9,106,108,40450.3984375,40818.97265625,36,38,0,0,745,757,2,2,30,30,338,338,1,1,0,0,202,202
"105",31.1470031738281,414.925262451172,365,2202,9443.0732421875,120776.9921875,968,1483,304,326,73,2269,5,5,89,89,827,827,3,3,0,0,31,31
"106",0,0,2.72873663902283,150.728729248047,593.521179199219,5771.54638671875,5,5,0.476927876472473,2.47692775726318,128.442840576172,1144.69616699219,0,0,1.0128310918808,1.0128310918808,45.3787536621094,45.3787536621094,0,0,0,0,69,88
"107",190.852996826172,1424.50622558594,575,749,198788.1875,3251493.5,2088,2336,5537.99072265625,17186.779296875,8518.5322265625,13396.16796875,2,2,140,140,970,994,0,0,2,2,43,43
"108",1,230,626,683,1034867.25,3341069,9772,11357,979,2915,61,546,0,0,270,270,30865,30865,27,27,26,26,7,7
"109",0,0,0,0,1822.90075683594,62187.01953125,0,0,36,225,38,99,0,0,0,0,65,65,0,0,26,26,12,12
"110",1,2,0,0,14431.86328125,52419.85546875,0,0,0,0,0,0,1,1,0,0,14424,14424,0,0,0,0,0,0
"111",1,2,12,13,151351.765625,151557.140625,0,0,0,0,0,0,0,0,12,12,14819,14819,0,0,0,0,0,0
"112",0,0,11,11,192335.046875,192492.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0,20,0,0,0,113616.9140625,0,0,0,1.22260272502899,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"114",0,19,0,0,181873.28125,498899.09375,0,0,2801,3907,0,3,0,0,0,0,16.6764888763428,16.6764888763428,0,0,0,0,0,0
"115",53,53,123,123,97759.3203125,368492.9375,56,56,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",0,4,123,324,1593.60461425781,47656.8984375,66.0719985961914,157.072006225586,0,0,13,754,0,0,0,0,0,0,0,0,0,0,0,0
"117",1,1,5,5,20524.9375,222120.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",0,2,306.883178710938,7361.25439453125,3546.6572265625,926322.375,213.027923583984,4449.02783203125,0,0,1118,9257.9140625,0,0,0,0,16.8469753265381,16.8469753265381,0,0,0,0,0,0
"119",1,248,0,0,3282,705642,0,0,624,1613.27453613281,148,181,0,0,0,0,906,906,0,0,0,0,0,0
"120",1,1,12,12,1284.77673339844,1291.49060058594,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,849.472595214844,1765.47265625,87087.640625,273722.53125,907.016418457031,1087.01635742188,3443,5973,15,82,0,0,55,66,50,58,11,11,20,20,2,2
"122",0,0,0,0,3115.13208007812,52785.16015625,619,1488,0,0,1729,4407.76513671875,0,0,0,0,0,0,0,0,0,0,0,0
"123",0,0,0,6,4869.30908203125,76243.8203125,3986.9990234375,4517.85595703125,0,0,0,1,0,0,0,0,1853.30932617188,1928.91198730469,28,33,0,0,0,0
"124",0,3,1202,3341,9716.44921875,713432.25,177,480,154,1295,294,1732,0,0,0,0,0,2,0,0,0,0,0,3
"125",0,0,1,1.82705211639404,679.568481445312,15289.3671875,0,0,0,0,3,19.0156841278076,0,0,0,0,0,0,0,0,0,0,0,0
"126",0,0,0,0,1253.84326171875,41765.45703125,291.596282958984,369.428894042969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",0,0,16,3024,13228.5947265625,2195331.75,0,1,0,0,14,784,0,0,0,0,22.8118114471436,31.1160926818848,0,0,0,0,0,0
"128",0,2,48,134,28,71805.2265625,9,44,0,0,9,54,0,0,5,5,0,0,0,0,0,0,2,2
"129",0,0,117,2720,286.974914550781,388787.03125,1,3,0,0,23,2405,0,0,4,4,20.5675811767578,37.0052719116211,0,0,0,0,0,0
"130",0,11.1269159317017,0,0,3711.61572265625,44326.3125,0,0,1,2,139,5061,0,0,0,0,0,0,0,0,0,0,5,5
"131",0,0,0,4,0,83617.9609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",0,14,4,28,423,28562.716796875,40,81,0,0,3,45,0,0,3,3,0,0,0,0,0,0,0,0
"133",0,0,6,108,30,214797.53125,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0
"134",6,6,64,64,18738.365234375,18789.052734375,21,22,0,0,538,547,0,0,23,23,6,6,1,1,0,0,123,123
"135",3,9,28,75,101478.078125,305291.5,206,380,3,6,4,6,2,2,2,2,1482.96496582031,1482.96496582031,0,0,0,0,0,0
"136",0,0,0,71,1031.56176757812,3922.44140625,0,0,1358.42138671875,11340.650390625,199.551986694336,1594.06628417969,0,0,0,0,0,0,0,0,0,3,0,0
"137",165,167,0,0,478097.15625,480192.4375,0,0,0,0,0,0,51,51,0,0,167657.96875,168201.90625,0,0,0,0,0,0
"138",0,0,0,0,113879.8515625,1124137.5,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0
"139",0,0,0,0,1073.72351074219,5322.66552734375,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"140",4,142,6810,19995.560546875,93745.484375,2488565.75,7462.25146484375,29124.90625,0,0,3659,17864,0,0,93,130,213.831146240234,660.112731933594,0,2,0,0,68,90
"141",196.067764282227,478.227813720703,0,0,3352.44995117188,115054.3125,0,0,88,99,33,53.5147514343262,0,0,0,0,0,0,0,0,0,0,0,0
"142",0,9,378,2020,3806.99975585938,839145.9375,1,1,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0
"143",110,364,0,0,414702.03125,4676413,0,0,0,0,0,0,92,92,0,0,403854.1875,403860.1875,0,0,0,0,0,0
"144",4,5,0,0,735,8853.5791015625,0,0,0,0,62,68,0,0,0,0,0,0,0,0,0,0,0,0
"145",0,0,165,165,18559.896484375,18587.447265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,0,5,42,29375.13671875,80511.8359375,395,631.659118652344,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
"147",0,1,37,732,5762.02978515625,651689.25,1,5,0,0,4,143.102035522461,0,0,0,0,0,0,0,0,0,0,0,0
"148",0,0,10,141,32531.4609375,147133.375,0,0,0,0,41,478,0,0,0,0,0,0,0,0,0,0,0,0
"149",2,13,2,27,128,9479.078125,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0
"150",0,0,190,2757.8232421875,263.705688476562,773867.125,53,528,0,0,166,1245,0,0,0,0,5.50410127639771,5.50410127639771,0,0,0,0,0,0
"151",0,3,0,1584,0,67759.921875,0,75,0,0,0,19.5939426422119,0,0,0,0,0,0,0,0,0,0,0,0
"152",0,3,0,0,9401.5263671875,115920.4453125,775.384094238281,1508.54028320312,498.014343261719,642.020751953125,0,0,0,0,0,0,320,320,0,0,0,0,0,0
"153",0,152.810134887695,0,0,30296.287109375,192587.359375,0,0,68,68,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"154",0,0,138,241,1405.83312988281,55657.6796875,0,0,0,0,54,1260,0,0,0,0,0,0,0,0,0,0,0,0
"155",0,0,0,0,782,137245.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",0,8,679,2150.71020507812,26342.275390625,310180.4375,894.214111328125,5243.5927734375,0,0,139,658.956237792969,0,0,148,148,1185.4462890625,1210.4462890625,0,0,0,0,109,109
"157",6,6,0,0,58148.77734375,192834.34375,0,0,0,0,0,0,6,6,0,0,54,54,0,0,0,0,0,0
"158",20,41.3570442199707,0,0,5106,171695.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",176.996658325195,236.996658325195,0,0,145561.40625,413277.875,0,0,771,803,1425.02209472656,1530.02209472656,0,0,0,0,99,99,0,0,1,1,12.0220880508423,13.0220880508423
"160",0,0,14,14,0,13987.828125,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"161",1,1,0,0,23434.111328125,107723.1171875,583.799255371094,2224.16967773438,0,0,524.681518554688,12801.0048828125,0,0,0,0,0,0,0,0,0,0,0,0
"162",17.9791107177734,20.9791107177734,223,341,26512.478515625,154253.65625,159.927993774414,193.927993774414,0,0,86,347,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,25,0,525,2,223786.828125,0,0,0,0,0,4,0,0,0,12,0,9,0,0,0,0,0,0
"164",0,1,38,62,168.590194702148,43718.4375,2,5,23,27,56,251,0,0,34,34,24,24,0,0,3,3,54,54
"165",0,3,0,0,37705,233218.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",0,1,1.75785183906555,662.032897949219,2195,418971.03125,0,14,0,1,4,5467.7607421875,0,0,0,0,0,0,0,0,0,0,0,0
"167",0,12,179,1700,69690.2109375,329171.65625,1640,2988,0,0,654.76220703125,724.76220703125,0,0,0,0,0,0,0,0,0,0,3.76444029808044,3.76444029808044
"168",0,0,3,3,395.246398925781,403.085662841797,0,0,0,0,47.0724945068359,49.0120544433594,0,0,0,0,0,0,0,0,0,0,0,0
"169",0,10.0577583312988,21,41.838695526123,13,15140.2041015625,1,2,0,0,0,1,0,0,8,10,0,0,0,0,0,0,0,0
"170",0,0,0,0,104102.40625,108913.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",1,1,0,0,52831.77734375,52843.75390625,0,0,0,0,0,0,0,0,0,0,5218,5218,0,0,0,0,0,0
"172",0,7,0,0,195.568161010742,134199.5,63,192.04524230957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",2,67,181,351,170322.5625,466207.75,1854.7900390625,2838.68505859375,380,2582,111,1317,0,0,0,0,0,0,0,0,0,0,0,0
"174",0,8,0,20,134.667556762695,16195.8212890625,0,0,0,0,8,523,0,0,0,0,5,5,0,0,0,0,7,7
"175",0,0,2,4,39,176279.140625,0,0,0,0,10,154,0,0,0,0,0,0,0,0,0,0,0,0
"176",0,8,9,36,359.173492431641,11148.3173828125,0,1,0,0,33,93.3360824584961,0,0,3,3,93,138,0,0,0,0,14,14
"177",5,6,2,28.4712657928467,1088,6262.2294921875,0,0,0,0,0,0,5,5,2,2,1083,1083,0,0,0,0,0,0
"178",0,0,0,0,931.43359375,2524.13134765625,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"179",0,0,0,0,3058.0302734375,79253.171875,0,0,0,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0
"180",0,0,0,0,37505.5234375,98110.9921875,19,23.0422286987305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",0,4,195,382,2338,145952.4375,2,3,1,49,138,1233,0,0,0,0,0,0,0,0,0,0,0,0
"182",0,0,11.9344606399536,11.9344606399536,179.97200012207,183.254013061523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",0,2,0,0,1282.33288574219,14270.3642578125,0,0,1.08984375,1.08984375,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"184",0,3,0,0,0,0,0,0,295,302,779.796936035156,1521.796875,0,0,0,0,0,0,0,0,0,0,0,0
"185",4,4,505,505,341235.28125,349010.28125,42,50,0,0,729,736,1,1,67,67,269876.71875,276325.875,0,0,0,0,48,48
"186",0,0,1800,1800,289794.5625,293003.34375,0,0,0,0,10,10,0,0,1791,1791,289748.25,292801.1875,0,0,0,0,9,9
"187",0,0,0,52,382.780090332031,27886.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",0,1,0,0,9843.4794921875,39982.984375,0,26,0,0,0,1340.94665527344,0,0,0,0,0,0,0,0,0,0,0,0
"189",1,17,19,688,3595.63671875,309219.96875,0,13,0,2,34,1237,0,0,0,0,0,0,0,0,0,0,0,0
