sovereign,territory,habitat,habitat_area,mpa,heavily_restricted,minimal_area_km2,high_area_km2,upgrade_gain_percent,opportunity_score,high_protection_percent,enabling_conditions,enabling_band,global_share
Costa Rica,Costa Rica,Cold-water corals,9,3,2,1,2,11.11111111111111,0.6190478468899522,22.22222222222222,61.904784688995214,50-69,0.06513104241654209
Djibouti,Djibouti,Mangroves,9,1,0,1,0,11.11111111111111,0.46799999999999997,0,46.8,<50,0.006168906433641808
Peru,Peru,Cold-water corals,9,1,0,1,0,11.11111111111111,0.522904290429043,0,52.29042904290429,50-69,0.06513104241654209
Panama,Panama,Warm-water corals,626,73,5,68,5,10.86261980830671,39.916000000000004,0.7987220447284346,58.7,50-69,0.419620731108695
United States,Hawaii,Cold-water corals,461,215,165,50,165,10.845986984815617,37.9,35.79175704989154,75.8,>=70,3.3361567282251006
Iran,Iran,Seagrasses,2716,287,0,287,0,10.56701030927835,129.3049292035398,0,45.053982300884954,<50,0.8606863705952635
Mozambique,Mozambique,Warm-water corals,1700,179,0,179,0,10.529411764705882,82.35926457399103,0,46.01076233183856,<50,1.1395451164293635
Bosnia and Herzegovina,Bosnia and Herzegovina,Saltmarshes,19.4040699005127,2.00505590438843,0,2.00505590438843,0,10.333171930778564,0.9965127844810497,0,49.7,<50,0.008641044477195
Albania,Albania,Seagrasses,58.2116432189941,7,1,6,1,10.307216337164379,3.588,1.7178693895273964,59.8,50-69,0.018446969045855088
Kiribati,Line Group,Warm-water corals,165,17,0,17,0,10.303030303030303,11.422988847583643,0,67.19405204460966,50-69,0.11060290835932057
Vietnam,Vietnam,Seagrasses,272,28,0,28,0,10.294117647058824,14.148926174496646,0,50.531879194630875,50-69,0.0861953949933401
Solomon Islands,Solomon Islands,Mangroves,528,53,0,53,0,10.037878787878787,25.14335674676525,0,47.44029574861368,<50,0.3619091774403194
Madagascar,Madagascar,Cold-water corals,10,1,0,1,0,10,0.499,0,49.9,<50,0.072367824907269
Mauritius,Chagos Archipelago,Seagrasses,10,10,9,1,9,10,0.8046038647342995,90,80.46038647342995,>=70,0.003168948345343386
Tonga,Tonga,Mangroves,10,1,0,1,0,10,0.58,0,58,50-69,0.006854340481824231
Brazil,Brazil,Seagrasses,546,61,7,54,7,9.89010989010989,30.138808881839804,1.2820512820512822,55.81260904044409,50-69,0.17302457965574886
New Zealand,New Zealand,Mangroves,312,30,1,29,1,9.294871794871796,24.041637362637363,0.32051282051282054,82.9021978021978,>=70,0.21385542303291602
United States,American Samoa,Warm-water corals,45,13,9,4,9,8.88888888888889,2.772,20,69.3,50-69,0.030164429552541974
United States,Guam,Seagrasses,478,41,0,41,0,8.577405857740585,29.11,0,71,>=70,0.15147573090741384
Venezuela,Venezuela,Seagrasses,1317,111,0,111,0,8.428246013667426,48.85338693467337,0,44.01206030150754,<50,0.4173504970817239
Honduras,Honduras,Cold-water corals,12,1,0,1,0,8.333333333333334,0.5429873417721519,0,54.29873417721519,50-69,0.0868413898887228
Norway,Norway,Cold-water corals,3045.1064453125,251.059280395508,0,251.059280395508,0,8.244679944833369,214.58780286874384,0,85.47296181630547,>=70,22.036773005837127
Tuvalu,Tuvalu,Warm-water corals,873.599792480469,70,0,70,0,8.012822416228422,41.822048192771085,0,59.74578313253012,50-69,0.5855919866087199
New Zealand,New Zealand,Seagrasses,50,5,1,4,1,8,3.3160879120879123,2,82.9021978021978,>=70,0.01584474172671693
United States,Northern Mariana Islands,Warm-water corals,78,10,4,6,4,7.6923076923076925,4.684374045801526,5.128205128205129,78.07290076335877,>=70,0.05228501122440609
Saint Lucia,Saint Lucia,Warm-water corals,27,2,0,2,0,7.407407407407407,1.126,0,56.3,50-69,0.018098657731525185
United States,Guam,Warm-water corals,141,10,0,10,0,7.092198581560283,7.1,0,71,>=70,0.09451521259796486
Solomon Islands,Solomon Islands,Warm-water corals,2757.8232421875,190,0,190,0,6.889491577759435,90.136561922366,0,47.44029574861368,<50,1.8486258868295056
Canada,Canada,Cold-water corals,205.013580322266,19,5,14,5,6.828815914532612,12.065504125524145,2.43886282661879,86.18217232517246,>=70,1.4836386884374073
Samoa,Samoa,Seagrasses,983,67,0,67,0,6.8158697863682605,43.350425531914894,0,64.70212765957447,50-69,0.3115076223472548
Trinidad and Tobago,Trinidad and Tobago,Seagrasses,45,3,0,3,0,6.666666666666667,1.8373846153846154,0,61.246153846153845,50-69,0.014260267554045237
Sri Lanka,Sri Lanka,Mangroves,166,11,0,11,0,6.626506024096385,5.324,0,48.4,<50,0.11378205199828224
Australia,Christmas Island,Seagrasses,154,10,0,10,0,6.4935064935064934,8.420000000000002,0,84.2,>=70,0.04880180451828814
Myanmar,Myanmar,Warm-water corals,588,38,0,38,0,6.462585034013605,15.72490909090909,0,41.38133971291866,<50,0.39414854615321515
Antigua and Barbuda,Antigua and Barbuda,Warm-water corals,62,38,34,4,34,6.451612903225806,2.5764210526315794,54.83870967741935,64.41052631578948,50-69,0.04155988071683561
Thailand,Thailand,Mangroves,2512.17553710938,162,0,162,0,6.448593961965108,82.17512307692309,0,50.72538461538461,50-69,1.7219306481457355
Bahamas,Bahamas,Cold-water corals,414.925262451172,31.1470031738281,5,26.1470031738281,5,6.301617553813093,16.997036390679355,1.2050362926717182,65.0056768558952,50-69,3.002723874266905
Vanuatu,Vanuatu,Cold-water corals,17,1,0,1,0,5.882352941176471,0.49524528301886794,0,49.5245283018868,<50,0.12302530234235728
Australia,Cocos Islands,Warm-water corals,108,6,0,6,0,5.555555555555555,5.082,0,84.7,>=70,0.07239463092610074
Greece,Greece,Cold-water corals,18,1,0,1,0,5.555555555555555,0.6457922077922078,0,64.57922077922078,50-69,0.13026208483308419
Nigeria,Nigeria,Mangroves,8442.0927734375,460,0,460,0,5.448885866871309,161.65116883116886,0,35.141558441558445,<50,5.786497824828846
United States,Hawaii,Warm-water corals,3331,3003,2824,179,2824,5.3737616331432,135.682,84.77934554187931,75.8,>=70,2.232838107544829
Panama,Panama,Seagrasses,1805,96,0,96,0,5.3185595567867034,56.352000000000004,0,58.7,50-69,0.5719951763344812
United Kingdom,Pitcairn,Warm-water corals,38,29,27,2,27,5.2631578947368425,1.676,71.05263157894737,83.8,>=70,0.02547218495547989
Republic of Mauritius,Republic of Mauritius,Warm-water corals,732,37,0,37,0,5.054644808743169,24.65951276102088,0,66.64733178654292,50-69,0.49067472072134943
Djibouti,Djibouti,Warm-water corals,242.608963012695,12,0,12,0,4.946231108276109,5.616,0,46.8,<50,0.16262579941359331
Antarctica,Antarctica,Cold-water corals,364,110,92,18,92,4.945054945054945,5.292,25.274725274725274,29.4,<50,2.6341888266245914
Tonga,Tonga,Seagrasses,3689,181,1,180,1,4.879371103280022,104.39999999999999,0.027107617240444564,58,50-69,1.169025044597175
Jamaica,Jamaica,Cold-water corals,21,1,0,1,0,4.761904761904762,0.5793617021276596,0,57.93617021276596,50-69,0.1519724323052649
Russia,Russia,Seagrasses,747.040466308594,39,4,35,4,4.685154496776871,18.94567498126539,0.535446228203071,54.13049994647254,50-69,0.23673326496131705
Papua New Guinea,Papua New Guinea,Mangroves,4562.02783203125,213.027923583984,0,213.027923583984,0,4.669588424872301,103.2717985252858,0,48.47805714285714,<50,3.126969204830063
Malaysia,Malaysia,Seagrasses,658.956237792969,139,109,30,109,4.552654376636375,17.49832599118943,16.54131090177883,58.327753303964755,50-69,0.2088198279407732
South Korea,South Korea,Saltmarshes,225,36,26,10,26,4.444444444444445,6.677715736040609,11.555555555555555,66.7771573604061,50-69,0.10019727909336709
Grenada,Grenada,Warm-water corals,45.161304473877,3,1,2,1,4.428570040878414,1.1333333333333333,2.214285020439207,56.666666666666664,50-69,0.030272555273403588
Comores,Comores,Seagrasses,1260,54,0,54,0,4.285714285714286,25.37710714285714,0,46.99464285714286,<50,0.3992874915132666
Maldives,Maldives,Warm-water corals,2720,117,4,113,4,4.154411764705882,58.52985666666667,0.14705882352941177,51.79633333333334,50-69,1.8232721862869816
Papua New Guinea,Papua New Guinea,Warm-water corals,7400.077041625977,306.883178710938,0,306.883178710938,0,4.147026807757508,148.7710027373049,0,48.47805714285714,<50,4.960424502344667
Guinea,Guinea,Seagrasses,12801.0048828125,524.681518554688,0,524.681518554688,0,4.098752585112759,176.7258524871828,0,33.682500000000005,<50,4.056572324212127
Philippines,Philippines,Cold-water corals,175,7,0,7,0,4,3.6545809906291833,0,52.20829986613119,50-69,1.2664369358772074
Trinidad and Tobago,Trinidad and Tobago,Warm-water corals,28,4,3,1,3,3.5714285714285716,0.6124615384615385,10.714285714285714,61.246153846153845,50-69,0.01876897838824834
Qatar,Qatar,Seagrasses,1144.69616699219,128.442840576172,88,40.44284057617199,88,3.533063335263874,25.853085838317945,7.687629480862969,63.925,50-69,0.36274830243108164
Angola,Angola,Mangroves,258.958282470703,8.00050449371338,0,8.00050449371338,0,3.0894955038244474,3.3560709227221697,0,41.94824120603015,<50,0.17749882386426138
Venezuela,Venezuela,Cold-water corals,67,2,0,2,0,2.985074626865672,0.8802412060301508,0,44.01206030150754,<50,0.48486442687870224
Myanmar,Myanmar,Mangroves,5396.69482421875,159,0,159,0,2.9462477530961286,65.79633014354067,0,41.38133971291866,<50,3.699078380169388
Indonesia,Indonesia,Cold-water corals,142,4,0,4,0,2.816901408450704,2.0757608602150537,0,51.894021505376344,50-69,1.0276231136832197
Republic of Mauritius,Republic of Mauritius,Seagrasses,143.102035522461,4,0,4,0,2.79520831789438,2.6658932714617167,0,66.64733178654292,50-69,0.04534829586841732
Netherlands,Sint-Maarten,Seagrasses,24.2258682250977,0.674995183944702,0,0.674995183944702,0,2.7862579688492457,0,0,NA,Data missing,0.0076770525026430255
Vanuatu,Vanuatu,Warm-water corals,688,19,0,19,0,2.761627906976744,9.409660377358492,0,49.5245283018868,<50,0.46118061182553066
Vanuatu,Vanuatu,Seagrasses,1237,34,0,34,0,2.7485852869846403,16.83833962264151,0,49.5245283018868,<50,0.3919989103189768
Tunisia,Tunisia,Seagrasses,5061,139,5,134,5,2.6476980833827306,70.55217543859649,0.09879470460383323,52.650877192982456,50-69,1.6038047575782874
United States,American Samoa,Seagrasses,464,19,7,12,7,2.586206896551724,8.315999999999999,1.5086206896551724,69.3,50-69,0.1470392032239331
East Timor,East Timor,Warm-water corals,39,11,10,1,10,2.5641025641025643,0.4955483870967742,25.641025641025642,49.55483870967742,<50,0.026142505612203045
United Kingdom,Turks and Caicos Islands,Seagrasses,928,70,47,23,47,2.478448275862069,17.848,5.064655172413793,77.6,>=70,0.2940784064478662
Taiwan,Taiwan,Saltmarshes,49,1,0,1,0,2.0408163265306123,0.6165671641791044,0,61.656716417910445,50-69,0.02182074078033328
New Zealand,Tokelau,Warm-water corals,99,2,0,2,0,2.0202020202020203,1.6332000000000002,0,81.66000000000001,>=70,0.06636174501559235
Micronesia,Micronesia,Warm-water corals,3168,60,0,60,0,1.893939393939394,38.99926380368098,0,64.99877300613497,50-69,2.123575840498955
Bahamas,Bahamas,Seagrasses,2269,73,31,42,31,1.851035698545615,27.302384279475984,1.366240634640811,65.0056768558952,50-69,0.7190343795584142
France,French Polynesia,Seagrasses,784,14,0,14,0,1.7857142857142858,11.240737423312883,0,80.29098159509202,>=70,0.24844555027492143
Haiti,Haiti,Seagrasses,754,13,0,13,0,1.7241379310344827,4.767822222222223,0,36.675555555555555,<50,0.2389387052388913
Saudi Arabia,Saudi Arabia,Seagrasses,21001.15625,336,0,336,0,1.5999119096121195,182.42526315789476,0,54.29323308270677,50-69,6.65515793487354
Croatia,Croatia,Cold-water corals,73.2932281494141,1,0,1,0,1.3643825292582556,0.6554722222222221,0,65.54722222222222,50-69,0.5304071501605319
East Timor,East Timor,Seagrasses,333,4,0,4,0,1.2012012012012012,1.9821935483870967,0,49.55483870967742,<50,0.10552597989993474
Barbados,Barbados,Seagrasses,87,1,0,1,0,1.1494252873563218,0.659296875,0,65.9296875,50-69,0.027569850604487457
Qatar,Qatar,Warm-water corals,150.728729248047,2.72873663902283,1.0128310918808,1.71590554714203,1.0128310918808,1.138406431011733,1.0968926210105425,0.6719562335153988,63.925,50-69,0.10103658077659748
United Kingdom,Turks and Caicos Islands,Warm-water corals,187,15,13,2,13,1.0695187165775402,1.5519999999999998,6.951871657754011,77.6,>=70,0.12534996280723
Maldives,Maldives,Seagrasses,2405,23,0,23,0,0.9563409563409564,11.913156666666666,0,51.79633333333334,50-69,0.7621320770550842
Iran,Iran,Warm-water corals,124,1,0,1,0,0.8064516129032258,0.45053982300884954,0,45.053982300884954,<50,0.08311976143367122
Antigua and Barbuda,Antigua and Barbuda,Seagrasses,251,56,54,2,54,0.796812749003984,1.2882105263157897,21.51394422310757,64.41052631578948,50-69,0.07954060346811899
India,India,Warm-water corals,1248.40588378906,9,0,9,0,0.7209193834207135,4.366264573991031,0,48.51405082212257,<50,0.8368322518785334
Sri Lanka,Sri Lanka,Seagrasses,2874.63427734375,18,0,18,0,0.6261666098489771,8.712,0,48.4,<50,0.9109567536655856
Iraq,Iraq,Seagrasses,75.3827285766602,0.448018908500671,0,0.448018908500671,0,0.59432567241853,0.172935298681259,0,38.6,<50,0.02388839729904769
France,French Polynesia,Warm-water corals,3024,16,0,16,0,0.5291005291005291,12.846557055214724,0,80.29098159509202,>=70,2.0270496659308206
Mauritius,Chagos Archipelago,Warm-water corals,1800,1800,1791,9,1791,0.5,7.241434782608695,99.5,80.46038647342995,>=70,1.206577182101679
Myanmar,Myanmar,Seagrasses,2937.45751953125,13.8489856719971,0,13.8489856719971,0,0.4714616493996848,5.730895807722551,0,41.38133971291866,<50,0.9308651146035041
Ghana,Ghana,Seagrasses,2715.4638671875,12,0,12,0,0.4419134478275646,6.324,0,52.7,50-69,0.860516472876358
Brazil,Brazil,Cold-water corals,230,1,0,1,0,0.43478260869565216,0.5581260904044408,0,55.81260904044409,50-69,1.6644599728671867
United States,Alaska,Cold-water corals,248,1,0,1,0,0.4032258064516129,0.758,0,75.8,>=70,1.794722057700271
Angola,Angola,Saltmarshes,3.01175737380981,0.0117574464529753,0,0.0117574464529753,0,0.39038491464212394,0.004932041997763914,0,41.94824120603015,<50,0.0013411995295339015
Iraq,Iraq,Saltmarshes,6521.32373046875,23.5786418914795,0,23.5786418914795,0,0.361562205251612,9.101355770111088,0,38.6,<50,2.9040839727998895
Kiribati,Gilbert Islands,Warm-water corals,1707,6,0,6,0,0.351493848857645,3.77341592920354,0,62.89026548672566,50-69,1.1442373610264256
Yemen,Yemen,Warm-water corals,662.032897949219,1.75785183906555,0,1.75785183906555,0,0.2655233364551599,0.6137461294254781,0,34.91455399061033,<50,0.44377432692565394
Dominica,Dominica,Seagrasses,523,8,7,1,7,0.19120458891013384,0.5589999999999999,1.338432122370937,55.9,50-69,0.1657359984614591
Angola,Angola,Seagrasses,596,1,0,1,0,0.16778523489932887,0.41948241206030146,0,41.94824120603015,<50,0.1888693213824658
India,India,Seagrasses,2665.36572265625,2,0,2,0,0.07503660690912016,0.9702810164424513,0,48.51405082212257,<50,0.8446406296546501
Yemen,Yemen,Seagrasses,5467.7607421875,4,0,4,0,0.07315609055709542,1.3965821596244132,0,34.91455399061033,<50,1.73270513566886
Nigeria,Nigeria,Seagrasses,8826.6142578125,1,0,1,0,0.011329372404768825,0.35141558441558446,0,35.141558441558445,<50,2.797108464727926
Albania,Albania,Cold-water corals,6,0,0,0,0,0,0,0,59.8,50-69,0.0434206949443614
Algeria,Algeria,Cold-water corals,3,0,0,0,0,0,0,0,45.8,<50,0.0217103474721807
Algeria,Algeria,Seagrasses,47,0,0,0,0,0,0,0,45.8,<50,0.014894057223113913
Angola,Angola,Cold-water corals,4,0,0,0,0,0,0,0,41.94824120603015,<50,0.028947129962907596
Antigua and Barbuda,Antigua and Barbuda,Cold-water corals,1,0,0,0,0,0,0,0,64.41052631578948,50-69,0.007236782490726899
Australia,Cocos Islands,Seagrasses,222,0,0,0,0,0,0,0,84.7,>=70,0.07035065326662317
Australia,Heard and McDonald Islands,Cold-water corals,2,1,1,0,1,0,0,50,85,>=70,0.014473564981453798
Australia,Norfolk Island,Seagrasses,1,0,0,0,0,0,0,0,83.29751552795031,>=70,3.1689483453433857e-4
Azerbaijan,Azerbaijan,Saltmarshes,1,0,0,0,0,0,0,0,52.5,50-69,4.4532124041496483e-4
Bangladesh,Bangladesh,Warm-water corals,6,0,0,0,0,0,0,0,40.192,<50,0.00402192394033893
Bangladesh,Bangladesh,Seagrasses,1,0,0,0,0,0,0,0,40.192,<50,3.1689483453433857e-4
Barbados,Barbados,Cold-water corals,7,0,0,0,0,0,0,0,65.9296875,50-69,0.05065747743508829
Barbados,Barbados,Warm-water corals,31,0,0,0,0,0,0,0,65.9296875,50-69,0.020779940358417806
Belize,Belize,Cold-water corals,3,2,2,0,2,0,0,66.66666666666667,54.2,50-69,0.0217103474721807
Benin,Benin,Cold-water corals,1,0,0,0,0,0,0,0,47.06470588235294,<50,0.007236782490726899
Benin,Benin,Seagrasses,1340.94665527344,0,0,0,0,0,0,0,47.06470588235294,<50,0.42493906844225154
Benin,Benin,Mangroves,26,0,0,0,0,0,0,0,47.06470588235294,<50,0.017821285252743003
Brazil,Trindade,Warm-water corals,13,12,12,0,12,0,0,92.3076923076923,55.8,50-69,0.008714168537401016
Brunei,Brunei,Warm-water corals,66,0,0,0,0,0,0,0,56.8,50-69,0.044241163343728226
Bulgaria,Bulgaria,Saltmarshes,1,0,0,0,0,0,0,0,61.81363636363636,50-69,4.4532124041496483e-4
Cambodia,Cambodia,Saltmarshes,1,0,0,0,0,0,0,0,45.141666666666666,<50,4.4532124041496483e-4
Cape Verde,Cape Verde,Cold-water corals,38,0,0,0,0,0,0,0,58.8,50-69,0.27499773464762217
Chile,Chile,Seagrasses,1,0,0,0,0,0,0,0,74,>=70,3.1689483453433857e-4
China,China,Cold-water corals,1,0,0,0,0,0,0,0,49.90112359550562,<50,0.007236782490726899
China,China,Warm-water corals,582.115661621094,0,25,0,25,0,0,4.294679158842628,49.90112359550562,<50,0.39020415258668556
China,China,Saltmarshes,5389.8935546875,240,417,0,417,0,0,7.736701954667399,49.90112359550562,<50,2.4002340834780616
China,China,Seagrasses,8090,23,337,0,337,0,0,4.165636588380717,49.90112359550562,<50,2.5636792113827993
Cuba,Cuba,Cold-water corals,56.7855339050293,0,0,0,0,0,0,0,55.75722891566265,50-69,0.4109445574904947
Cyprus,Cyprus,Cold-water corals,1,0,0,0,0,0,0,0,63.5,50-69,0.007236782490726899
Denmark,Denmark,Cold-water corals,3,0,0,0,0,0,0,0,84.5170731707317,>=70,0.0217103474721807
Denmark,Faeroe,Cold-water corals,285,0,0,0,0,0,0,0,85.19206349206348,>=70,2.0624830098571665
Denmark,Greenland,Cold-water corals,19,0,0,0,0,0,0,0,84.79973684210526,>=70,0.13749886732381109
Denmark,Greenland,Seagrasses,3,0,0,0,0,0,0,0,84.79973684210526,>=70,9.506845036030158e-4
Dominica,Dominica,Cold-water corals,8,0,0,0,0,0,0,0,55.9,50-69,0.05789425992581519
Dominica,Dominica,Warm-water corals,20,0,0,0,0,0,0,0,55.9,50-69,0.0134064131344631
East Timor,East Timor,Cold-water corals,6,0,0,0,0,0,0,0,49.55483870967742,<50,0.0434206949443614
East Timor,Oecusse,Warm-water corals,2,0,0,0,0,0,0,0,51.8,50-69,0.00134064131344631
Ecuador,Ecuador,Cold-water corals,3,0,0,0,0,0,0,0,52.33564356435644,50-69,0.0217103474721807
Egypt,Egypt,Mangroves,2,0,0,0,0,0,0,0,42.802040816326524,<50,0.0013708680963648464
Eritrea,Eritrea,Cold-water corals,3,0,0,0,0,0,0,0,39.959090909090904,<50,0.0217103474721807
Eritrea,Eritrea,Warm-water corals,1584,0,0,0,0,0,0,0,39.959090909090904,<50,1.0617879202494775
Eritrea,Eritrea,Seagrasses,19.5939426422119,0,0,0,0,0,0,0,39.959090909090904,<50,0.006209219211479061
Eritrea,Eritrea,Mangroves,75,0,0,0,0,0,0,0,39.959090909090904,<50,0.05140755361368173
Federal Republic of Somalia,Federal Republic of Somalia,Cold-water corals,9,0,0,0,0,0,0,0,38.02866449511401,<50,0.06513104241654209
Federal Republic of Somalia,Federal Republic of Somalia,Warm-water corals,401.802459716797,0,0,0,0,0,0,0,38.02866449511401,<50,0.26933648867034243
Federal Republic of Somalia,Federal Republic of Somalia,Saltmarshes,1,0,0,0,0,0,0,0,38.02866449511401,<50,4.4532124041496483e-4
Federal Republic of Somalia,Federal Republic of Somalia,Seagrasses,3,0,0,0,0,0,0,0,38.02866449511401,<50,9.506845036030158e-4
Federal Republic of Somalia,Federal Republic of Somalia,Mangroves,31,0,0,0,0,0,0,0,38.02866449511401,<50,0.021248455493655116
Fiji,Fiji,Cold-water corals,3,0,0,0,0,0,0,0,53.91842696629213,50-69,0.0217103474721807
France,Bassas da India,Warm-water corals,35,0,0,0,0,0,0,0,81.10487804878048,>=70,0.023461222985310424
France,Crozet Islands,Cold-water corals,4,4,4,0,4,0,0,100,70.2,>=70,0.028947129962907596
France,Europa Island,Seagrasses,1,0,0,0,0,0,0,0,81.3,>=70,3.1689483453433857e-4
France,French Guiana,Cold-water corals,6,0,0,0,0,0,0,0,79.46470588235294,>=70,0.0434206949443614
France,French Polynesia,Mangroves,1,0,0,0,0,0,0,0,80.29098159509202,>=70,6.854340481824232e-4
France,Ile Tromelin,Warm-water corals,7,0,0,0,0,0,0,0,77.38152173913043,>=70,0.004692244597062085
France,Juan de Nova Island,Warm-water corals,52,0,0,0,0,0,0,0,81.1,>=70,0.03485667414960406
France,New Caledonia,Saltmarshes,1,0,0,0,0,0,0,0,79.12469733656174,>=70,4.4532124041496483e-4
France,Réunion,Seagrasses,1,0,0,0,0,0,0,0,76.1,>=70,3.1689483453433857e-4
France,Saint-Pierre and Miquelon,Cold-water corals,3,0,0,0,0,0,0,0,81.1,>=70,0.0217103474721807
France,Wallis and Futuna,Cold-water corals,32,0,0,0,0,0,0,0,80.01309523809523,>=70,0.23157703970326077
France,Wallis and Futuna,Warm-water corals,412.400207519531,0,0,0,0,0,0,0,80.01309523809523,>=70,0.27644037793725745
Ghana,Ghana,Cold-water corals,8,0,0,0,0,0,0,0,52.7,50-69,0.05789425992581519
Ghana,Ghana,Saltmarshes,99,0,0,0,0,0,0,0,52.7,50-69,0.04408680280108152
Grenada,Grenada,Cold-water corals,15.9422416687012,0,0,0,0,0,0,0,56.666666666666664,50-69,0.11537053537099362
Grenada,Grenada,Mangroves,1,0,0,0,0,0,0,0,56.666666666666664,50-69,6.854340481824232e-4
Guatemala,Guatemala,Cold-water corals,1,0,0,0,0,0,0,0,45.76,<50,0.007236782490726899
Guinea-Bissau,Guinea-Bissau,Cold-water corals,1,0,0,0,0,0,0,0,43.11170454545454,<50,0.007236782490726899
Guyana,Guyana,Cold-water corals,17,0,0,0,0,0,0,0,54.9,50-69,0.12302530234235728
Haiti,Haiti,Cold-water corals,4,0,0,0,0,0,0,0,36.675555555555555,<50,0.028947129962907596
Haiti,Navassa Island,Cold-water corals,6,5,5,0,5,0,0,83.33333333333333,36.3,<50,0.0434206949443614
Haiti,Navassa Island,Warm-water corals,28.4712657928467,2,2,0,2,0,0,7.024626212799054,36.3,<50,0.0190848775840005
India,Andaman and Nicobar,Cold-water corals,4,0,0,0,0,0,0,0,52.2,50-69,0.028947129962907596
India,Andaman and Nicobar,Warm-water corals,779,0,0,0,0,0,0,0,52.2,50-69,0.5221797915873377
India,Andaman and Nicobar,Seagrasses,1654,0,0,0,0,0,0,0,52.2,50-69,0.524144056319796
India,Andaman and Nicobar,Mangroves,554,0,0,0,0,0,0,0,52.2,50-69,0.37973046269306243
India,India,Cold-water corals,7,0,0,0,0,0,0,0,48.51405082212257,<50,0.05065747743508829
Ivory Coast,Ivory Coast,Cold-water corals,10,0,0,0,0,0,0,0,41.8,<50,0.072367824907269
Japan,Kuril Islands,Cold-water corals,0.974877178668976,0,0,0,0,0,0,0,76.7,>=70,0.007054974097200886
Jordan,Jordan,Warm-water corals,5,0,0,0,0,0,0,0,NA,Data missing,0.003351603283615775
Jordan,Jordan,Seagrasses,3.98431611061096,0,0,0,0,0,0,0,NA,Data missing,0.0012626091946045597
Kenya,Kenya,Saltmarshes,2,0,0,0,0,0,0,0,42.1,<50,8.906424808299297e-4
Kiribati,Gilbert Islands,Cold-water corals,1,0,0,0,0,0,0,0,62.89026548672566,50-69,0.007236782490726899
Kiribati,Gilbert Islands,Seagrasses,499,0,0,0,0,0,0,0,62.89026548672566,50-69,0.15813052243263495
Kiribati,Gilbert Islands,Mangroves,1,0,0,0,0,0,0,0,62.89026548672566,50-69,6.854340481824232e-4
Kiribati,Line Group,Cold-water corals,1,0,0,0,0,0,0,0,67.19405204460966,50-69,0.007236782490726899
Kuwait,Kuwait,Warm-water corals,71,0,0,0,0,0,0,0,57.1,50-69,0.047592766627344005
Lebanon,Lebanon,Seagrasses,3,0,0,0,0,0,0,0,44.91818181818182,<50,9.506845036030158e-4
Liberia,Liberia,Cold-water corals,7,0,0,0,0,0,0,0,38.6,<50,0.05065747743508829
Libya,Libya,Seagrasses,28,0,0,0,0,0,0,0,41.21828571428572,<50,0.00887305536696148
Lithuania,Lithuania,Seagrasses,2,0,0,0,0,0,0,0,63.6,50-69,6.337896690686771e-4
Malaysia,Malaysia,Cold-water corals,8,0,0,0,0,0,0,0,58.327753303964755,50-69,0.05789425992581519
Marshall Islands,Marshall Islands,Cold-water corals,9,0,0,0,0,0,0,0,59.32322775263952,50-69,0.06513104241654209
Marshall Islands,Marshall Islands,Seagrasses,532,0,0,0,0,0,0,0,59.32322775263952,50-69,0.16858805197226812
Mauritania,Mauritania,Cold-water corals,37,0,0,0,0,0,0,0,42.5,<50,0.26776095215689527
Micronesia,Micronesia,Cold-water corals,2,0,0,0,0,0,0,0,64.99877300613497,50-69,0.014473564981453798
Micronesia,Micronesia,Seagrasses,1598,0,0,0,0,0,0,0,64.99877300613497,50-69,0.506397945585873
Micronesia,Micronesia,Mangroves,85,0,0,0,0,0,0,0,64.99877300613497,50-69,0.058261894095505966
Monaco,Monaco,Seagrasses,1.97791194915771,0.97791188955307,0.97791188955307,0,0.97791188955307,0,0,49.44162908614369,NA,Data missing,6.267900798518236e-4
Montenegro,Montenegro,Cold-water corals,2,0,0,0,0,0,0,0,62.21666666666667,50-69,0.014473564981453798
Montenegro,Montenegro,Seagrasses,2,0,0,0,0,0,0,0,62.21666666666667,50-69,6.337896690686771e-4
Morocco,Morocco,Cold-water corals,152.810134887695,0,0,0,0,0,0,0,53.09664429530201,50-69,1.1058537085608868
Mozambique,Mozambique,Cold-water corals,12,0,0,0,0,0,0,0,46.01076233183856,<50,0.0868413898887228
Myanmar,Myanmar,Cold-water corals,6,0,0,0,0,0,0,0,41.38133971291866,<50,0.0434206949443614
Namibia,Namibia,Cold-water corals,2,0,0,0,0,0,0,0,62.8,50-69,0.014473564981453798
Nauru,Nauru,Warm-water corals,4,0,0,0,0,0,0,0,56.1,50-69,0.00268128262689262
Netherlands,Aruba,Cold-water corals,4,0,0,0,0,0,0,0,84.4,>=70,0.028947129962907596
Netherlands,Aruba,Warm-water corals,69,0,0,0,0,0,0,0,84.4,>=70,0.0462521253138977
Netherlands,Aruba,Seagrasses,34,0,0,0,0,0,0,0,84.4,>=70,0.010774424374167512
Netherlands,Aruba,Mangroves,1,0,0,0,0,0,0,0,84.4,>=70,6.854340481824232e-4
Netherlands,Curaçao,Cold-water corals,5,0,0,0,0,0,0,0,80.96363636363637,>=70,0.0361839124536345
Netherlands,Curaçao,Mangroves,1,0,0,0,0,0,0,0,80.96363636363637,>=70,6.854340481824232e-4
Netherlands,Sint-Maarten,Warm-water corals,2,0,0,0,0,0,0,0,NA,Data missing,0.00134064131344631
